time,Disk Bytes/sec,Disk Read Bytes/sec,Disk Write Bytes/sec,Bytes Received/sec,Bytes Sent/sec,Packets Received/sec,Packets Sent/sec,Process V2(_Total)\% Processor Time,Process V2(_Total)\IO Data Bytes/sec,Process V2(_Total)\IO Data Operations/sec,Process V2(_Total)\Page Faults/sec,Process V2(_Total)\Pool Nonpaged Bytes,Process V2(_Total)\Pool Paged Bytes,Processor Information(_Total)\% Processor Time,Sessions Timed Out,Context Switches/sec,Exception Dispatches/sec,File Control Bytes/sec,File Control Operations/sec,File Data Operations/sec,File Read Bytes/sec,File Read Operations/sec,File Write Bytes/sec,File Write Operations/sec
54:43.2,350128.2579,0,350128.2579,4131.765209,626.4448808,29.68933084,8.906799253,804.9473401,1073933.609,271.4497836,3199.93723,7669168,96153408,1.123062529,0,1946.630459,0,24656.98926,416.6402762,271.162555,410409.4753,120.7366121,662387.7743,150.4259429
54:44.2,119872.3813,0,119872.3813,777.0552734,214.9516535,8.073301541,3.027488078,795.0722123,801783.6867,175.2702183,3029.958717,7669032,96152432,0.615965901,0,1700.439137,0,17160.81159,272.473927,176.6034712,402173.5346,85.77882888,463160.2636,90.82464234
54:45.2,288989.2837,0,288989.2837,2796.048452,267.1511812,14.06058848,3.012983246,802.4542651,1082126.611,254.3254425,3423.843704,7670896,96170016,3.226530722,0,8089.860016,0,68355.5509,1049.522497,259.1165592,420636.565,156.6751288,662260.7478,102.4414304
54:46.2,12658.21909,0,12658.21909,742.6814479,245.2529948,7.911386928,1.977846732,801.8018783,2972510.282,463.9181719,6819.597128,7670080,96155736,3.244105202,0,6990.699275,0,26393.37572,385.6801128,464.793982,2471182.031,229.4302209,445009.5812,235.3637611
54:47.2,600038.287,185419.5565,414618.7305,1092.478507,71.42354879,11.06562023,1.005965476,804.877477,1319285.717,464.7819991,2557.307017,7669168,96170000,1.944855631,0,11144.08554,1.005965476,19890.95535,223.3243356,458.720257,544432.5394,229.3601285,774151.7976,229.3601285
54:48.2,60773.53313,60773.53313,0,3000.099707,0,23.73966138,0,791.9578267,1127920.473,419.6511966,3419.563406,7669032,96172296,1.585321378,0,8658.052335,0,16029.21719,197.8305115,419.4006843,554708.841,207.7220371,572538.3158,211.6786473
54:49.2,456660.0505,0,456660.0505,2746.529321,0,12.13488654,0,804.6390661,1359034.987,386.3175577,3310.862193,7668760,96170504,3.938346141,0,11593.87285,0,23858.19819,238.6527687,388.3163694,529057.7948,197.1919064,837008.8556,191.1244631
54:50.2,54844.46602,4100.520824,50743.9452,1326.462425,300.3311151,10.01103717,4.004414867,801.8750244,1595945.981,613.4009464,7919.086401,7672280,96180696,4.464108425,0,11410.58016,0,55440.12274,1659.829963,612.6754747,1120443.289,397.4381756,473615.1607,215.2372991
54:51.2,637507.6923,69471.99211,568035.7002,38964.25752,26036.03381,87.79778414,76.82306113,798.2165626,3768002.68,518.8662472,4401.348051,7676744,96165928,8.831152518,0,8940.408451,15.96323348,2374157.84,146467.6557,517.807386,2803127.836,216.5013541,950006.944,301.3060319
54:52.2,132148.8067,0,132148.8067,3385.352787,2273.908654,24.00959423,7.002798318,784.7786845,1411263.848,1745.423777,9553.212617,7679808,96186384,6.993541619,0,9798.915647,0,1785150.346,109397.7153,1741.695982,733131.9595,931.3721763,675117.7771,810.3238054
54:53.2,798133.152,0,798133.152,3220.158069,900.9612564,28.12365126,8.035328931,800.3119907,1798779.208,2515.630736,3015.750154,7678664,96171856,3.876419349,0,10324.39326,0,22126.28263,389.7134531,2537.15511,568182.1264,493.1683131,1236272.519,2043.986797
54:54.2,397848.859,0,397848.859,753.16998,123.3726255,9.949405284,0.994940528,807.0529575,1337375.626,684.421562,3288.998246,7678800,96173672,2.222430152,0,6338.766107,0,17332.85895,263.65924,669.5949756,759628.139,338.2797797,578123.1283,331.315196
54:55.2,0,0,0,878.5607187,0,10.04069393,0,792.475159,1506432.436,666.7717276,5002.296491,7677240,96139072,3.888803911,0,8797.65602,0,22403.80036,242.9847931,666.7020768,763418.057,366.4853284,740618.6533,300.2167485
54:56.2,17268.24807,0,17268.24807,2866.798996,0,11.90366365,0,806.6404028,1692218.543,809.6516034,4036.336767,7677240,96138824,1.884609817,0,7325.713005,0,51599.40601,854.0878669,808.4571562,862296.435,464.2428824,827443.4998,344.2142739
54:57.2,364585.9274,0,364585.9274,668.0768288,268.0308235,10.00115013,4.000460053,797.22776,5871409.717,474.1566578,12731.05614,7680912,96150168,3.674838432,0,12978.49253,0,37451.3069,627.0721133,473.0544013,4660232.927,264.0303635,1197509.714,209.0240378
54:58.2,73013.45245,20713.03616,52300.41629,802.0233238,169.9116247,8.091029748,2.022757437,795.0147756,648512.8691,75.55407581,1347.884713,7680112,96148560,1.213505516,0,2362.580687,0,57192.45516,1009.355961,74.84202517,321882.4023,37.42101259,329169.386,37.42101259
54:59.2,0,0,0,1417.040186,528.9092571,11.90790072,3.969300241,804.1138439,648338.4309,277.1997539,1309.495612,7680096,96148336,3.754713659,0,4235.243357,0,28745.67235,362.198647,276.8586918,342990.2108,176.6338607,304550.515,100.2248311
55:00.2,686492.6084,120019.808,566472.8005,4648.867999,737.5947923,12.1248459,3.031211475,790.1958655,3253137.434,1141.25063,9850.953673,7680368,96166664,5.742043874,0,12482.52885,0,24798.34108,354.6517426,1147.818745,1386200.289,790.1357912,1892121.609,357.6829541
55:01.2,324356.8024,0,324356.8024,2969.575217,147.4889024,18.80730971,0.989858406,795.9605005,1453734.733,485.5031544,2771.745467,7680232,96163160,1.087918812,0,4228.675109,0,22874.6379,492.949486,482.0610436,604910.3906,255.3834687,832329.3694,226.6775749
55:02.2,296091.6324,0,296091.6324,7657.993853,8234.282827,40.29992819,21.1574623,804.4739507,12214087.17,1690.57279,22029.83589,7682560,96162360,2.589379669,0,11406.89467,0,21983.61083,230.7170889,1690.581987,11358698.98,833.2010152,855454.6356,857.3809721
55:03.2,353155.1338,0,353155.1338,1191.216749,0,11.89234691,0,800.1608536,1080365.846,446.0618903,2835.256219,7682832,96162400,2.292494455,0,4870.907088,0,21411.17958,348.842176,447.9450669,424360.5609,256.6764874,660596.0861,191.2685794
55:04.2,451603.4578,64734.96665,386868.4911,1583.45389,54.18663503,13.04493065,1.003456204,802.7904192,1132224.637,187.6356533,9603.533892,7683104,96163048,2.199123935,0,10852.37885,0,22853.71505,475.6382408,187.6463102,398944.0831,105.3629014,733314.756,82.28340874
55:05.2,244456.1552,65052.78143,179403.3738,528.0773884,96.28478697,5.955760019,0.99262667,792.0647058,705165.2644,240.017432,2397.198897,7681776,96159064,1.379411531,0,3589.338038,0,22966.40326,237.2377741,241.2082808,322881.6032,148.8940005,382895.8116,92.31428029
55:06.2,283422.8306,20060.78111,263362.0495,1937.963079,375.7377873,15.06969735,5.02323245,802.2082408,1273214.33,957.6916791,9435.931685,7679328,96152720,3.459751117,0,9364.309933,0,39329.90079,625.8947633,1032.776592,714213.2362,537.4858722,659227.9292,495.2907196
55:07.2,416987.2011,127670.1554,289317.0457,1065.794833,54.29520848,11.06013506,1.005466824,798.1254132,2489402.48,1590.518622,34111.35617,7688472,96260544,4.938394879,0,21599.43831,0,51838.85303,1158.297781,1515.238503,1202644.901,786.2750561,1188319.009,728.9634472
55:08.2,588024.4155,117503.5869,470520.8286,5166.699509,498.5672128,32.64428179,3.956882641,791.904918,2176442.572,843.0468865,3456.492235,7689152,96259424,8.566751156,0,7819.78932,0,25499.14096,340.2919071,841.8267819,443258.8965,396.6774848,1727525.5,445.1492971
55:09.2,398177.2574,262328.5461,135848.7113,2422.529627,144.3555212,20.33176355,2.033176355,794.8450165,647699.3941,403.2959616,3360.124142,7687112,96247368,8.363243995,0,6238.801646,0,68388.93647,1159.927111,404.6020947,328624.3275,250.0806917,321156.4707,154.521403
55:10.2,362202.6545,230492.5983,131710.0562,496.4047833,75.36509868,7.034075877,1.004867982,801.9381203,766679.8864,368.5724406,6345.069972,7686840,96225144,7.212142444,0,13158.74623,0,153012.2526,681.3004921,367.7816816,323281.103,204.9930684,443814.0126,162.7886132
55:11.2,1259117.653,48524.80716,1210592.845,1256.756175,350.4701038,12.83411648,4.936198645,799.8770203,847674.4052,544.6508417,2881.410533,7686704,96224800,3.103705668,0,5910.604258,0,25264.45191,360.3425011,544.9563304,413039.3834,312.9549941,433726.0046,232.0013363
55:12.2,422832.0571,0,422832.0571,1430.193192,268.5997026,16.03580314,4.008950784,800.1426841,1161465.765,784.4884885,6211.786243,7684800,96222112,2.526644532,0,5531.349845,0,18875.14253,399.8928407,784.752116,479560.7152,381.8525622,813506.3156,402.8995538
55:13.2,550034.7784,0,550034.7784,926.0410451,70.16959893,10.87134631,0.98830421,791.2707016,1257753.081,305.6375892,2838.769841,7685072,96218928,2.829801628,0,6571.234694,0,26892.74587,448.6901115,304.3976968,315768.1367,166.0351073,811410.6046,138.3625894
55:14.2,185302.3992,0,185302.3992,658.4910562,0,9.047968711,0,803.5347494,720971.6014,413.8988437,2651.162739,7685072,96221024,2.30460797,0,4693.885101,0,21179.28409,370.9667171,419.2225503,325302.6244,247.3111448,396232.6671,171.9114055
55:15.2,9753633.668,9611670.651,141963.0178,14041.02973,5022.143408,48.39648335,24.19824168,788.701418,848417.7057,617.3775153,4552.277927,7680288,96217872,2.199452432,0,11398.38009,0,38054.75981,623.1047231,614.0303825,365050.6409,336.7588633,484293.5263,277.2715192
55:16.2,81283.19249,0,81283.19249,1799.572262,198.9476873,13.06222189,2.009572599,798.8072819,1192484.074,1177.446514,3728.245746,7680560,96217872,3.091645951,0,6850.63299,0,27047.8424,437.0820403,1176.604757,797616.4459,595.8382756,395002.5949,580.7664811
55:17.2,678071.9731,176308.9635,501763.0096,1706.75181,0,17.01746673,0,800.977112,958556.0107,314.3738849,2706.218506,7679336,96216120,3.397784958,0,6379.547968,0,24932.59081,439.4510526,314.3226207,319402.8351,149.1530907,638996.8664,165.16953
55:18.2,0,0,0,9179.134438,5722.97097,28.71883684,12.87396134,805.8146394,711384.9516,535.4731103,2789.418258,7679984,96217432,0.435397766,0,5914.09978,0,24174.32849,391.1703639,534.7645481,348605.0865,276.2950165,361838.5284,258.4695316
55:19.2,334751.326,0,334751.326,1676.079512,124.1540379,10.01242241,1.001242241,798.836359,891596.9703,405.3081964,2979.265433,7680256,96217448,2.294965876,0,7012.700658,0,28746.66599,421.5229836,405.5031077,328021.9769,242.3006224,564003.7595,163.2024853
55:20.2,970549.7294,870572.3405,99977.38893,457.6288736,0,5.006880455,0,779.279648,679565.5938,261.4239764,541.9520126,7667840,96136888,2.982831112,0,4008.508492,14.01926527,22724.22763,385.529795,675.9288614,573678.3488,585.8050132,320950.0496,90.12384819
55:21.2,710304.4495,338823.3868,371481.0627,9038.466253,6497.05166,27.90572887,13.95286443,804.2359626,3123928.322,1117.733874,8475.735307,7670872,96117432,4.312960959,0,10734.73592,0,28628.28792,562.10111,1123.205587,2322770.218,489.3468883,816466.8118,633.8586985
55:22.2,826138.8291,409486.4085,416652.4206,909.747636,0,7.997781415,0,800.1484071, , ,274.1043114,7661224,96036528,1.354260279,0,4725.689094,13.99611748,19163.68399,291.9190217,718.8006047,525212.3061,313.9129206,547732.0591,404.8876842
55:23.2,901114.5842,16190.71684,884923.8674,3315.420838,0,20.75226158,0,785.5889096,3547948.858,308.7817531,3321.383216,7660408,96033032,3.154509379,0,6319.557752,18.77585571,41232.76735,839.9724924,305.3547061,2581793.804,149.2186428,960891.9678,156.1360633
55:24.2,109558.9193,0,109558.9193,3235.853864,71.3274214,23.10606609,1.004611569,799.2766606,740876.0436,419.479591,2746.139661,7660272,96033032,1.263526577,0,2307.592774,0,38176.24423,559.5686439,420.9322474,329508.5762,199.9177022,413933.1186,221.0145452
55:25.2,886191.1011,655369.2329,230821.8682,1980.405259,0,11.06933834,0,803.8680523,1242543.227,804.9154306,3099.075141,7660544,96034120,2.460348706,0,11941.80346,0,95193.29077,1190.457023,806.0490915,640615.8175,547.4290959,603677.4355,258.6199957
55:26.2,122218.6701,0,122218.6701,826.9179208,124.8938151,10.07208186,1.007208186,794.0481979,857285.727,548.4357483,2798.635363,7660408,96034088,2.122533686,0,5874.038141,0,29471.91873,486.4815539,547.9212532,437977.4293,302.1624558,418504.0662,245.7587974
55:27.2,90121.72505,4050.414609,86071.31044,4063.269929,53.39902072,20.76628584,0.988870754,804.193214,766126.8451,558.2685069,3082.871737,7659880,96033912,1.606417937,0,10070.65976,0,132992.2388,1833.366378,557.7231053,469023.3764,417.3034582,295027.6117,140.4196471
55:28.2,618582.3584,294612.0808,323970.2776,1241.365643,0,12.071627,0,803.4132207,922050.7848,330.4665112,3159.018778,7659608,96027224,1.534800446,0,9191.537991,0,27017.30719,418.4830693,333.9816803,322084.0859,190.1281252,601340.0512,143.8535551
55:29.2,0,0,0,671.9464853,0,7.03083019,0,791.0176583,778775.9502,557.3805759,2745.801075,7660016,96027592,1.122795213,0,6679.288681,0,93406.58789,1051.611316,554.4311807,476238.305,410.801364,304014.1018,143.6298167
55:30.2,446798.5722,0,446798.5722,849.741327,107.587413,8.965617752,1.992359501,793.2925082,1011448.137,349.7628258,2558.26524,7660424,96025920,3.961635325,0,6730.190393,0,18091.62044,267.9723528,353.6438113,319675.078,214.1786463,688638.1416,139.465165
55:31.2,231340.0184,219645.9076,11694.11082,2108.236861,0,11.91655314,0,805.4106945,644882.21,324.0220751,2575.331417,7658584,96022744,3.002224123,0,3608.729511,0,28280.95975,327.7052115,319.7608427,325640.6687,172.7900206,320596.9875,146.9708221
55:32.2,293413.482,0,293413.482,791.864729,168.6099803,9.032677517,2.007261671,804.1835523,888305.1014,338.4794636,2812.603162,7658976,96022968,1.444229307,0,6383.092112,0,18409.60041,280.013003,341.234484,322044.0588,195.7080129,562971.6626,145.5264711
55:33.2,284952.7478,0,284952.7478,4809.303552,887.2509698,13.1071166,6.049438431,789.8573292,882487.4051,353.141034,2795.031025,7659640,96022968,2.247327148,0,3692.173922,0,32452.21246,510.1693076,350.867429,323552.198,216.7715438,563315.6407,134.0958852
55:34.2,619993.6068,322233.5193,297760.0875,1564.443418,527.7880403,11.94991789,0.995826491,799.1932171,851760.8001,132.1234429,3051.851345,7659160,96025104,2.837803427,0,5439.204295,0,19783.08907,333.6018745,131.4490968,318135.6933,63.73289544,529277.7968,67.7162014
55:35.2,4073.338389,0,4073.338389,2026.724521,54.69570591,15.91147808,0.99446738,802.1698767,615126.41,193.6655283,2871.215602,7659296,96022712,3.413786741,0,6034.428063,0,65007.33817,1018.334597,194.9156065,320100.1548,161.1037156,295867.9681,33.81189093
55:36.2,532586.8752,0,532586.8752,1366.289801,0,12.18994618,0,796.7362446,1169169.551,206.3636688,2822.326647,7659568,96022712,3.174409661,0,6584.602595,0,27863.16948,417.5056566,206.2132562,332373.1042,141.2002099,841699.5304,65.01304629
55:37.2,15643999.39,15639365.81,4633.581074,2032.219477,294.6265744,17.09437462,4.022205794,803.4035785,980076.7771,627.9182728,22780.15042,7664056,96093104,3.308571272,0,13139.54078,0,125149.9277,2235.34087,628.4696553,561318.9295,360.99297,418525.5961,267.4766853
55:38.2,872924.5316,354952.7507,517971.7809,584.213841,276.5278847,8.763207614,3.89475894,789.5848362,1242962.581,1291.126669,10180.0372,7666776,96113256,7.577502361,0,16228.48681,0,155999.7009,3238.492058,1290.138899,657865.6799,1234.638584,584592.6063,55.50031489
55:39.2,755424.1422,46281.942,709142.2002,2693.753655,142.6223039,12.05258906,2.008764844,807.0697698,624147.3672,90.78609867,2103.211286,7663960,96112784,2.071859071,0,6202.061455,0,37615.12608,870.7995597,90.39441796,321073.9419,49.21473867,300380.6509,41.17967929
55:40.2,263516.5523,0,263516.5523,867.5185572,0,7.036651101,0,801.5552292,881088.0931,70.27261558,2779.783894,7663008,96112752,2.9427963,0,3856.084803,0,16613.53325,225.1728352,70.36651101,319677.07,34.17801963,562588.2974,36.18849138
55:41.2,499313.9779,251431.2011,247882.7769,2619.73506,70.29523404,16.83125322,0.990073719,792.2206311,904585.4885,364.4527089,2998.811963,7665184,96112704,2.519727036,0,11885.835,0,139571.6822,2703.891326,365.3372023,474513.6213,321.7739586,429839.515,43.56324363
55:42.2,393748.7669,262152.4155,131596.3514,4192.642527,0,22.34992382,0,796.2486225,695181.4457,143.5640151,2527.535477,7664776,96112736,2.246260336,0,3020.287432,0,17373.00215,168.6403343,143.2426936,325292.9821,103.6223741,373221.3778,39.62031949
55:43.2,267664.0239,0,267664.0239,1644.457642,0,11.01646411,0,796.0094729,883496.096,170.5056516,2605.727546,7665048,96114392,6.570741048,0,7089.5954,0,21244.75028,237.3547266,170.2544453,321587.6127,133.199066,560636.8718,37.05537926
55:44.2,599813.6862,97267.08425,502546.6019,2218.351266,70.25108827,12.86287532,0.989451948,805.6909447,970671.4242,76.35274253,2713.992939,7664264,96114128,1.031710806,0,1769.140082,0,17589.48727,283.9727089,76.18779996,314746.6434,36.60972206,653798.1845,39.5780779
55:45.2,399197.0286,0,399197.0286,2378.331376,0,14.1027697,0,802.1072207,977191.0769,173.6969765,2983.973492,7664808,96112376,2.483542455,0,8242.061551,0,69652.57222,1191.68404,175.2772806,323539.6985,135.9909936,656904.9981,39.28628703
55:46.2,215229.8256,0,215229.8256,2456.264706,0,18.70502181,0,783.054423,744915.5515,183.9146288, ,7651760,96023376,2.311252933,0,4403.555923,8.860273487,30563.02116,542.4456324,183.1123187,320696.6144,133.8885771,420969.3139,49.2237416
55:47.2,268457.0487,0,268457.0487,4054.285316,55.13988437,32.08138727,1.002543352,803.5946395,883330.3165,119.5351109,2523.295786,7650856,96022992,2.493524032,0,5519.001154,0,21850.43236,257.6536415,118.3001156,320359.7206,81.20601153,561222.766,37.09410403
55:48.2,222455.6007,222455.6007,0,5405.901213,0,26.14947563,0,801.7711039,648521.1781,70.29528236,3227.557679,7650344,96025768,1.543768681,0,1812.359811,0,17104.77431,223.2762919,70.4024344,319840.271,34.19546813,329669.4565,36.20696626
55:49.2,365015.1684,0,365015.1684,2352.336017,0,13.03511007,0,800.4510346,881632.4894,117.3082274,2512.601861,7649528,96025712,2.097476201,0,5466.724623,0,22625.94298,236.6373828,118.3186914,320410.0244,81.21876274,561310.8909,37.09992866
55:50.2,174006.1964,150041.2711,23964.92525,1256.652627,220.8045507,9.157792427,1.017532492,795.5284708,1263959.026,436.1602556,2600.76997,7650160,96025360,1.745109211,0,5599.481303,1.017532492,19332.09981,969.7084647,437.5389715,955798.7956,369.3642945,315073.8484,68.17467695
55:51.2,533908.6423,16209.75005,517698.8922,17977.74464,8309.673503,59.36187762,33.63839732,800.5202058,1097913.154,464.9064386,2723.164735,7646960,96012816,3.02579082,0,9065.548078,0,29202.08633,409.5969556,465.0013747,330798.0205,268.1178139,767339.3324,196.8835608
55:52.2,32581.4484,0,32581.4484,1549.130146,484.2274588,17.89752415,2.982920691,793.9310679,622370.6234,111.3937174,2715.221862,7646824,96012800,2.700720441,0,2933.205346,0,14315.0364,162.0720242,111.3623725,317335.0348,72.58440348,304860.4605,38.77796898
55:53.2,190980.8515,0,190980.8515,1777.811291,434.1750078,18.04884559,2.005427288,791.4045224,754557.8712,152.0607913,1954.635734,7646280,96013112,3.434485425,0,6526.663108,0,20596.74096,239.6485609,151.4097602,321436.9047,115.3120691,429890.4124,36.09769118
55:54.2,399765.2282,0,399765.2282,1708.043171,428.4951872,17.81273296,3.958385102,801.7954671,1847855.998,138.6812248,3037.118822,7645872,96012792,1.903882221,0,2568.991931,0,15258.58497,277.0869571,138.5434786,1280822.584,95.00124244,565198.0167,43.54223612
55:55.2,4799742.06,4127.035305,4795615.025,3970.860874,485.6521038,20.15153958,6.045461873,800.9736623,24465869.03,7568.79081,29746.45355,7655272,96021864,10.08678509,0,20672.45688,0,242748.4685,4559.285829,7644.486539,18847752.1,3307.875222,5840330.284,4336.611317
55:56.2,18214858.84,151991.6053,18062867.23,1587.591792,142.4118979,12.03480828,2.005801379,800.712404,36245776.41,16996.14902,31149.41158,7662080,96058208,5.395278526,0,26644.06262,16.04641103,217074.8456,5847.913921,16942.00135,19250392.91,6011.386734,16837358.69,10930.61462
55:57.2,1003733.673,48494.43008,955239.2424,2841.470512,53.27757211,19.73243411,0.986621706,788.2001982,746139.4387,434.3116038,2849.676364,7661944,96059968,4.945526513,0,4240.500091,0,23606.89755,330.5182714,434.1135505,383669.5559,241.7223179,362100.0322,192.3912326
55:58.2,1115419.989,287313.0349,828106.9539,3141.26641,72.17796606,21.3484125,1.016591071,796.5229702,1096749.403,380.5878617,2580.670634,7660856,96055104,1.627025833,0,7494.309377,0,20969.22403,321.2427785,380.2050607,339558.6998,218.5670803,756087.5761,161.6379803
55:59.2,0,0,0,3139.483013,0,15.80110985,0,802.6704971,612416.3801,374.4378862,2459.039311,7660856,96055696,1.209784973,0,4907.232178,0,25296.5893,326.88546,379.2266364,317896.6037,243.9296333,294321.3478,135.2970031
56:00.2,309228.6331,66300.27644,242928.3566,2869.073242,603.962174,18.20991479,6.069971598,806.4905553,4926970.171,1684.419772,21853.10368,7690504,96172640,4.111105768,0,14789.4858,0,27004.29198,499.7609949,1685.42878,3260556.06,825.5161373,1684114.631,859.912643
56:01.2,641224.1552,36816.69791,604407.4573,2330.006408,70.90889625,20.97305382,0.998716849,788.5736228,1140631.464,459.5205996,3172.498114,7691048,96172408,2.212165047,0,4347.414442,0,72481.87529,1298.331903,457.4123167,453859.8808,219.7177067,681538.3595,237.69461
56:02.2,283726.9632,65084.32132,218642.6419,3362.663452,0,22.8414824,0,801.8626599,918305.3935,553.7464308,9255.476058,7667520,96081968,4.015960571,0,11003.63587,0,27337.282,416.1122228,560.1128727,406325.1441,279.0633284,515966.2459,281.0495443
56:03.2,1730916.324,1730916.324,0,1555.522598,0,14.0862331,0,801.485465,630412.4142,376.1746657,3165.298591,7666568,96078912,0.992971972,0,4896.978322,0,24957.78658,330.0203184,373.2851772,328462.7835,220.3489321,302179.8848,152.9362451
56:04.2,643972.5246,0,643972.5246,1674.354078,88.70090056,12.95631132,0.996639332,798.5427479,1141320.756,323.015214,2795.131651,7666296,96077008,3.112230192,0,6208.0664,0,19975.64213,389.6859789,320.917865,319051.1595,182.3849978,818350.522,138.5328672
56:05.2,202589.3491,0,202589.3491,1438.934962,107.101982,12.89190524,1.983370037,788.6225383,749637.5742,479.0117631,2658.317346,7663608,96070416,2.002049751,0,4936.608023,0,28565.48696,469.0670138,479.975549,337347.4429,273.7050651,413798.4244,206.2704839
56:06.2,534534.2192,0,534534.2192,1833.138516,0,9.175888009,0,801.2919362,1178530.396,317.101153,7041.480909,7663608,96062264,3.223692722,0,9032.13243,0,46419.7979,772.813679,317.0779079,333378.3632,155.9900962,845065.6407,161.0878117
56:07.2,283954.7388,32279.04668,251675.6921,799.8836031,159.5826893,10.83586162,2.955234987,802.8130173,697224.8078,407.0993382,1032.569923,7657208,96053104,1.192244026,0,2385.859713,0,24260.50909,381.2253133,409.7925849,322821.0043,249.2248172,372283.7573,160.5677676
56:08.2,431037.0457,0,431037.0457,1024.057339,625.6459795,11.01136924,6.006201403,796.1307632,951187.0585,310.257048,2239.85572,7661376,96069824,3.025329434,0,10984.34133,0,33927.02966,585.6046368,306.3162716,322042.5089,157.16227,629322.7758,149.1540015
56:09.2,394527.1796,308175.8834,86351.29619,4772.831982,737.2338863,15.1486415,3.0297283,794.94165,634823.6976,158.1928054,2660.057365,7663280,97291000,2.599968588,0,4230.510616,0,26627.27212,1156.346301,159.5656905,328019.5939,108.0603094,308291.0131,51.5053811
56:10.2,82629.74256,82629.74256,0,689.378157,0,9.962112095,0,807.888572,634241.4172,193.8120292,2704.423238,7661512,96078256,1.3443763,0,3162.97059,0,33579.29124,499.101816,193.2649746,334816.6254,122.5339788,300864.7512,70.73099588
56:11.2,1192863.708,380244.4725,812619.2357,902.3778855,0,11.97846751,0,801.8897333,1094420.052,631.7728177,12115.9987,7683136,96153216,2.504622393,0,10695.77328,0,22839.94292,381.314549,629.8677497,428945.9268,327.4114452,660474.7306,302.4563045
56:12.2,548273.6618,428725.2694,119548.3924,5035.195037,0,24.15444351,0,786.8818482,3895347.77,791.2108806,10393.04128,7686944,96154592,5.95037671,0,10321.99886,0,14332.64292,159.0167531,795.0837656,2818345.501,461.9537322,1100389.893,333.1300334
56:13.2,8485190.122,7637636.549,847553.5735,66019.61365,14567.9225,99.24328976,61.53083965,801.7499077,23666598.66,5432.50838,75778.13088,7741712,97521448,10.6366687,0,22531.20408,182.6076532,179225.4419,4327.999867,5465.327967,20372046.22,2648.803404,3588477.576,2816.524564
